Date,Plot ID,Treatment Type,ExG,Total Soil Moisture,Irrigation Added (gallons),Rainfall (gallons),ET0 (mm),Heat Index (F),Canopy Cover (CC),Kc (Crop Coeffecient)
2023-09-30,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-01,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-02,28,DIEG,NA,NA,NA,6797.52,NA,NA,NA,NA
2023-10-03,28,DIEG,NA,NA,NA,7426.92,NA,NA,NA,NA
2023-10-04,28,DIEG,NA,NA,NA,1888.2,NA,NA,NA,NA
2023-10-05,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-06,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-07,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-08,28,DIEG,NA,220.9083333,NA,0,NA,86.55596969,NA,NA
2023-10-09,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-10,28,DIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-10-11,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-12,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-13,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-14,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-15,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-16,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-17,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-18,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-19,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-20,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-21,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-22,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-23,28,DIEG,NA,NA,NA,3222.528,NA,NA,NA,NA
2023-10-24,28,DIEG,NA,NA,NA,3776.4,NA,NA,NA,NA
2023-10-25,28,DIEG,NA,NA,NA,2517.6,NA,NA,NA,NA
2023-10-26,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-27,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-28,28,DIEG,NA,NA,NA,604.224,NA,NA,NA,NA
2023-10-29,28,DIEG,NA,NA,NA,251.76,NA,NA,NA,NA
2023-10-30,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-31,28,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-01,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-02,29,FICT,NA,NA,NA,906.336,NA,NA,NA,NA
2023-05-03,29,FICT,NA,NA,NA,5060.376,NA,NA,NA,NA
2023-05-04,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-05,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-06,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-07,29,FICT,NA,233.2083333,NA,0,NA,NA,NA,NA
2023-05-08,29,FICT,NA,225.8125,NA,0,NA,88.13285133,NA,NA
2023-05-09,29,FICT,NA,213.8333333,NA,0,NA,84.76233979,NA,NA
2023-05-10,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-11,29,FICT,-0.045856542,NA,NA,3952.632,NA,NA,0,-0.148
2023-05-12,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-13,29,FICT,NA,NA,NA,4531.68,NA,NA,NA,NA
2023-05-14,29,FICT,NA,NA,NA,855.984,NA,NA,NA,NA
2023-05-15,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-16,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-17,29,FICT,-0.037827617,NA,NA,50.352,NA,NA,0,-0.148
2023-05-18,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-19,29,FICT,NA,NA,NA,352.464,NA,NA,NA,NA
2023-05-20,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-21,29,FICT,NA,NA,NA,503.52,NA,NA,NA,NA
2023-05-22,29,FICT,NA,NA,NA,6520.584,NA,NA,NA,NA
2023-05-23,29,FICT,-0.044000634,NA,NA,1283.976,NA,NA,0,-0.148
2023-05-24,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-25,29,FICT,NA,NA,NA,5337.312,NA,NA,NA,NA
2023-05-26,29,FICT,NA,NA,NA,3826.752,NA,NA,NA,NA
2023-05-27,29,FICT,NA,NA,NA,3197.352,NA,NA,NA,NA
2023-05-28,29,FICT,NA,NA,NA,2769.36,NA,NA,NA,NA
2023-05-29,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-30,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-31,29,FICT,NA,NA,NA,276.936,NA,NA,NA,NA
2023-06-01,29,FICT,NA,NA,NA,1686.792,NA,NA,NA,NA
2023-06-02,29,FICT,NA,NA,NA,1812.672,NA,NA,NA,NA
2023-06-03,29,FICT,NA,NA,NA,2114.784,NA,NA,NA,NA
2023-06-04,29,FICT,NA,NA,NA,50.352,NA,NA,NA,NA
2023-06-05,29,FICT,NA,NA,NA,75.528,NA,NA,NA,NA
2023-06-06,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-07,29,FICT,NA,230.4666667,NA,2719.008,NA,NA,NA,NA
2023-06-08,29,FICT,NA,222.1125,NA,0,NA,87.45687746,NA,NA
2023-06-09,29,FICT,-0.032024306,NA,NA,0,NA,NA,0.0236294896,-0.1476928166
2023-06-10,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-11,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-12,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-13,29,FICT,-0.018443683,NA,NA,0,NA,NA,2.20636808,-0.119317215
2023-06-14,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-15,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-16,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-17,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-18,29,FICT,-0.016102794,NA,NA,0,NA,NA,4.481336806,-0.08974262152
2023-06-19,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-20,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-21,29,FICT,NA,NA,0,0,NA,NA,NA,NA
2023-06-22,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-23,29,FICT,NA,NA,NA,1032.216,NA,NA,NA,NA
2023-06-24,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-25,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-26,29,FICT,NA,NA,4100,0,NA,NA,NA,NA
2023-06-27,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-06-28,29,FICT,NA,240.0666667,NA,0,NA,NA,NA,NA
2023-06-29,29,FICT,NA,239.2863636,4290,0,NA,NA,NA,NA
2023-06-30,29,FICT,0.04234328,238.5875,NA,3323.232,NA,NA,23.13539874,0.1527601836
2023-07-01,29,FICT,NA,NA,NA,906.336,NA,NA,NA,NA
2023-07-02,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-07-03,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-07-04,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-07-05,29,FICT,0.114398175,NA,0,0,NA,NA,38.53399348,0.3529419152
2023-07-06,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-07-07,29,FICT,NA,228.1,NA,553.872,6.534235849497845,85.48721757,NA,NA
2023-07-08,29,FICT,NA,218.8291667,NA,125.88,3.702302983768859,83.95531491,NA,NA
2023-07-09,29,FICT,0.110131344,NA,NA,0,4.053027740554412,NA,43.28631139,0.4147220481
2023-07-10,29,FICT,NA,NA,NA,4456.152,4.7053208569608795,NA,NA,NA
2023-07-11,29,FICT,NA,NA,NA,453.168,7.139669578360842,NA,NA,NA
2023-07-12,29,FICT,0.117319494,NA,6090,0,8.823916317310568,NA,44.17517007,0.4262772109
2023-07-13,29,FICT,NA,233.6916667,NA,0,6.693322259032683,91.65693928,NA,NA
2023-07-14,29,FICT,NA,231.0166667,NA,0,6.34347629009833,88.88358333,NA,NA
2023-07-15,29,FICT,NA,228.8695652,NA,302.112,4.2998055390763685,83.39643018,NA,NA
2023-07-16,29,FICT,NA,227.7583333,NA,1435.032,4.502614802388296,82.93465384,NA,NA
2023-07-17,29,FICT,0.144387457,225.8041667,NA,0,6.491309734424005,86.34306645,46.38607971,0.4550190362
2023-07-18,29,FICT,NA,224.2333333,NA,0,11.647747863739548,87.4303048,NA,NA
2023-07-19,29,FICT,NA,229.0875,NA,0,10.407517326979445,87.71541097,NA,NA
2023-07-20,29,FICT,0.142115003,232.1083333,NA,0,5.332612315009244,84.85125478,52.21088435,0.5307414966
2023-07-21,29,FICT,NA,229.7083333,6150,0,5.303162421574527,82.15549553,NA,NA
2023-07-22,29,FICT,NA,227.1416667,NA,0,2.972122248743333,82.46773529,NA,NA
2023-07-23,29,FICT,NA,224.7333333,NA,0,4.054680816689564,84.0121155,NA,NA
2023-07-24,29,FICT,NA,222.3208333,NA,0,7.411746533598245,84.9826392,NA,NA
2023-07-25,29,FICT,NA,225.4,NA,0,9.2754692071882765,85.56947655,NA,NA
2023-07-26,29,FICT,0.166443423,230.4208333,NA,0,7.896307533109359,84.90998961,55.01385042,0.5671800555
2023-07-27,29,FICT,NA,228.3375,NA,0,6.422742806977326,84.3253885,NA,NA
2023-07-28,29,FICT,NA,224.5458333,6390,0,6.3950402734856855,84.90391571,NA,NA
2023-07-29,29,FICT,NA,221.5208333,NA,0,5.074674130136744,84.26842953,NA,NA
2023-07-30,29,FICT,NA,219.3083333,NA,0,6.298773994914483,83.04122846,NA,NA
2023-07-31,29,FICT,0.152587009,217.4416667,NA,0,5.899101497839515,84.04033507,52.49720045,0.5344636059
2023-08-01,29,FICT,NA,NA,NA,0,6.778242042966687,NA,NA,NA
2023-08-02,29,FICT,NA,NA,NA,0,5.698370650331392,NA,NA,NA
2023-08-03,29,FICT,NA,NA,NA,0,6.469875006171462,NA,NA,NA
2023-08-04,29,FICT,0.169188855,NA,NA,0,6.7540454357119675,NA,54.70360111,0.5631468144
2023-08-05,29,FICT,NA,NA,NA,0,8.089100451017906,NA,NA,NA
2023-08-06,29,FICT,NA,NA,NA,0,7.046811986710244,NA,NA,NA
2023-08-07,29,FICT,0.158537366,226.2791667,6110,276.936,6.35246712520147,82.56027878,54.81359649,0.5645767544
2023-08-08,29,FICT,NA,216.9,NA,0,7.576063309338275,87.21057437,NA,NA
2023-08-09,29,FICT,NA,NA,NA,0,6.729471073891706,NA,NA,NA
2023-08-10,29,FICT,NA,NA,NA,0,4.929277453533962,NA,NA,NA
2023-08-11,29,FICT,0.16203938,NA,6120,0,7.129261239342787,NA,52.06764434,0.5288793764
2023-08-12,29,FICT,NA,NA,NA,276.936,7.095546759856969,NA,NA,NA
2023-08-13,29,FICT,NA,219.4833333,NA,730.104,6.526020760164731,87.55674665,NA,NA
2023-08-14,29,FICT,NA,217.4,NA,0,4.289966572368692,78.72518528,NA,NA
2023-08-15,29,FICT,NA,215.925,NA,0,3.9328414875638655,79.2391834,NA,NA
2023-08-16,29,FICT,0.157973869,215.4083333,NA,0,6.09173128224056,84.03253664,43.75,0.42075
2023-08-17,29,FICT,NA,223.6541667,NA,0,6.247069402375742,86.58715189,NA,NA
2023-08-18,29,FICT,NA,226.9208333,NA,0,6.438511910083366,86.61226573,NA,NA
2023-08-19,29,FICT,NA,222.895,NA,0,11.215956949666522,84.22341274,NA,NA
2023-08-20,29,FICT,NA,219.3708333,NA,0,5.4021989895281886,82.06158328,NA,NA
2023-08-21,29,FICT,NA,217.1208333,6120,0,6.271405922150108,85.20992241,NA,NA
2023-08-22,29,FICT,NA,215.4291667,NA,0,4.5775654431880985,84.88410741,NA,NA
2023-08-23,29,FICT,NA,214.2416667,NA,0,5.216271118965082,83.1629015,NA,NA
2023-08-24,29,FICT,0.141940875,214.0833333,NA,0,4.099551102064707,83.46461785,35.52512449,0.3138266184
2023-08-25,29,FICT,NA,223.1333333,NA,0,5.50447268560029,82.57736526,NA,NA
2023-08-26,29,FICT,NA,227.2333333,NA,0,4.720457911571801,81.90145067,NA,NA
2023-08-27,29,FICT,NA,224.9666667,NA,0,3.199208562482251,81.89732007,NA,NA
2023-08-28,29,FICT,NA,222.7166667,NA,0,3.0212240618448214,80.92993357,NA,NA
2023-08-29,29,FICT,NA,220.5,NA,201.408,4.92114731832688,78.36317464,NA,NA
2023-08-30,29,FICT,NA,218.7291667,6120,0,2.384700466523309,78.70423394,NA,NA
2023-08-31,29,FICT,NA,217.1,NA,0,3.5962140391486423,79.59314184,NA,NA
2023-09-01,29,FICT,NA,NA,NA,0,4.4223356107043825,NA,NA,NA
2023-09-02,29,FICT,NA,NA,NA,0,4.170546066376036,NA,NA,NA
2023-09-03,29,FICT,NA,NA,NA,0,5.170223318109445,NA,NA,NA
2023-09-04,29,FICT,NA,NA,NA,25.176,8.858359325499812,NA,NA,NA
2023-09-05,29,FICT,0.103225436,NA,NA,0,6.626773911991476,NA,20.83521956,0.1228578543
2023-09-06,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-07,29,FICT,NA,224.624,NA,0,NA,82.78480192,NA,NA
2023-09-08,29,FICT,NA,216.4791667,NA,0,NA,86.33492243,NA,NA
2023-09-09,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-10,29,FICT,NA,NA,NA,981.864,NA,NA,NA,NA
2023-09-11,29,FICT,NA,NA,6720,453.168,NA,NA,NA,NA
2023-09-12,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-13,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-14,29,FICT,NA,NA,NA,9516.528,NA,NA,NA,NA
2023-09-15,29,FICT,NA,NA,NA,11278.848,NA,NA,NA,NA
2023-09-16,29,FICT,NA,NA,NA,4632.384,NA,NA,NA,NA
2023-09-17,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-18,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-19,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-20,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-21,29,FICT,NA,NA,NA,25.176,NA,NA,NA,NA
2023-09-22,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-23,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-24,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-25,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-26,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-27,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-28,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-09-29,29,FICT,NA,NA,NA,276.936,NA,NA,NA,NA
2023-09-30,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-01,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-02,29,FICT,NA,NA,NA,6797.52,NA,NA,NA,NA
2023-10-03,29,FICT,NA,NA,NA,7426.92,NA,NA,NA,NA
2023-10-04,29,FICT,NA,NA,NA,1888.2,NA,NA,NA,NA
2023-10-05,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-06,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-07,29,FICT,NA,224.2375,NA,0,NA,83.93458201,NA,NA
2023-10-08,29,FICT,NA,224.8625,NA,0,NA,86.45513941,NA,NA
2023-10-09,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-10,29,FICT,NA,NA,NA,25.176,NA,NA,NA,NA
2023-10-11,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-12,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-13,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-14,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-15,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-16,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-17,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-18,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-19,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-20,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-21,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-22,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-23,29,FICT,NA,NA,NA,3222.528,NA,NA,NA,NA
2023-10-24,29,FICT,NA,NA,NA,3776.4,NA,NA,NA,NA
2023-10-25,29,FICT,NA,NA,NA,2517.6,NA,NA,NA,NA
2023-10-26,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-27,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-28,29,FICT,NA,NA,NA,604.224,NA,NA,NA,NA
2023-10-29,29,FICT,NA,NA,NA,251.76,NA,NA,NA,NA
2023-10-30,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-10-31,29,FICT,NA,NA,NA,0,NA,NA,NA,NA
2023-05-01,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-02,30,FIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-05-03,30,FIEG,NA,NA,NA,5060.376,NA,NA,NA,NA
2023-05-04,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-05,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-07,30,FIEG,NA,221.475,NA,0,NA,NA,NA,NA
2023-05-08,30,FIEG,NA,212,NA,0,NA,88.45906378,NA,NA
2023-05-09,30,FIEG,NA,209.1166667,NA,0,NA,84.76233979,NA,NA
2023-05-10,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-11,30,FIEG,-0.045933838,NA,NA,3952.632,NA,NA,0,-0.148
2023-05-12,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-13,30,FIEG,NA,NA,NA,4531.68,NA,NA,NA,NA
2023-05-14,30,FIEG,NA,NA,NA,855.984,NA,NA,NA,NA
2023-05-15,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-16,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-17,30,FIEG,-0.038038849,NA,NA,50.352,NA,NA,0,-0.148
2023-05-18,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-19,30,FIEG,NA,NA,NA,352.464,NA,NA,NA,NA
2023-05-20,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-21,30,FIEG,NA,NA,NA,503.52,NA,NA,NA,NA
2023-05-22,30,FIEG,NA,NA,NA,6520.584,NA,NA,NA,NA
2023-05-23,30,FIEG,-0.043788249,NA,NA,1283.976,NA,NA,0,-0.148
2023-05-24,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-25,30,FIEG,NA,NA,NA,5337.312,NA,NA,NA,NA
2023-05-26,30,FIEG,NA,NA,NA,3826.752,NA,NA,NA,NA
2023-05-27,30,FIEG,NA,NA,NA,3197.352,NA,NA,NA,NA
2023-05-28,30,FIEG,NA,NA,NA,2769.36,NA,NA,NA,NA
2023-05-29,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-30,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-31,30,FIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-06-01,30,FIEG,NA,NA,NA,1686.792,NA,NA,NA,NA
2023-06-02,30,FIEG,NA,NA,NA,1812.672,NA,NA,NA,NA
2023-06-03,30,FIEG,NA,NA,NA,2114.784,NA,NA,NA,NA
2023-06-04,30,FIEG,NA,NA,NA,50.352,NA,NA,NA,NA
2023-06-05,30,FIEG,NA,NA,NA,75.528,NA,NA,NA,NA
2023-06-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-07,30,FIEG,NA,219.0625,NA,2719.008,NA,NA,NA,NA
2023-06-08,30,FIEG,NA,211.9166667,NA,0,NA,87.45687746,NA,NA
2023-06-09,30,FIEG,-0.03358824,NA,NA,0,NA,NA,0,-0.148
2023-06-10,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-11,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-12,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-13,30,FIEG,-0.024151514,NA,NA,0,NA,NA,1.390002673,-0.1299299653
2023-06-14,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-15,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-16,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-17,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-18,30,FIEG,-0.0212518,NA,NA,0,NA,NA,5.109649123,-0.0815745614
2023-06-19,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-20,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-21,30,FIEG,NA,NA,0,0,NA,NA,NA,NA
2023-06-22,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-23,30,FIEG,NA,NA,NA,1032.216,NA,NA,NA,NA
2023-06-24,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-25,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-26,30,FIEG,NA,NA,4160,0,NA,NA,NA,NA
2023-06-27,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-28,30,FIEG,NA,228.075,NA,0,NA,NA,NA,NA
2023-06-29,30,FIEG,NA,228.0227273,4330,0,NA,NA,NA,NA
2023-06-30,30,FIEG,0.036630569,227.6208333,NA,3323.232,NA,NA,24.90927566,0.1758205836
2023-07-01,30,FIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-07-02,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-03,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-04,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-05,30,FIEG,0.103925804,NA,0,0,NA,NA,37.9422775,0.3452496075
2023-07-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-07,30,FIEG,NA,217.275,NA,553.872,6.534235849497845,85.48721757,NA,NA
2023-07-08,30,FIEG,NA,211.05,NA,125.88,4.690571865945404,83.95531491,NA,NA
2023-07-09,30,FIEG,0.107598879,NA,NA,0,NA,NA,42.07128099,0.3989266529
2023-07-10,30,FIEG,NA,NA,NA,4456.152,NA,NA,NA,NA
2023-07-11,30,FIEG,NA,NA,NA,453.168,NA,NA,NA,NA
2023-07-12,30,FIEG,0.100412682,NA,2670,0,NA,NA,42.14852608,0.399930839
2023-07-13,30,FIEG,NA,216.75,NA,0,6.693322259032683,91.65693928,NA,NA
2023-07-14,30,FIEG,NA,215.6791667,NA,0,6.34347629009833,88.88358333,NA,NA
2023-07-15,30,FIEG,NA,214.8458333,NA,302.112,4.2998055390763685,83.39643018,NA,NA
2023-07-16,30,FIEG,NA,214.6,NA,1435.032,4.502614802388296,82.93465384,NA,NA
2023-07-17,30,FIEG,0.119825628,213.9208333,NA,0,6.491309734424005,86.34306645,48.6923303,0.4850002939
2023-07-18,30,FIEG,NA,213.0083333,NA,0,11.647747863739548,87.4303048,NA,NA
2023-07-19,30,FIEG,NA,213.6458333,NA,0,10.407517326979445,87.71541097,NA,NA
2023-07-20,30,FIEG,0.129430521,215.8208333,NA,0,5.33223087168297,84.76662166,48.17176871,0.4782329932
2023-07-21,30,FIEG,NA,215.748,5800,0,5.303162421574527,82.15549553,NA,NA
2023-07-22,30,FIEG,NA,215,NA,0,2.972122248743333,82.46773529,NA,NA
2023-07-23,30,FIEG,NA,214.0958333,NA,0,4.054680816689564,84.0121155,NA,NA
2023-07-24,30,FIEG,NA,213.0625,NA,0,7.411746533598245,84.9826392,NA,NA
2023-07-25,30,FIEG,NA,212.8666667,NA,0,9.2754692071882765,85.56947655,NA,NA
2023-07-26,30,FIEG,0.15624695,215.0916667,NA,0,7.895742310504333,84.83968596,51.00277008,0.515036011
2023-07-27,30,FIEG,NA,215.0583333,NA,0,6.422742806977326,84.3253885,NA,NA
2023-07-28,30,FIEG,NA,213.9875,5730,0,6.3950402734856855,84.90391571,NA,NA
2023-07-29,30,FIEG,NA,212.7875,NA,0,5.074674130136744,84.26842953,NA,NA
2023-07-30,30,FIEG,NA,211.7125,NA,0,6.298773994914483,83.04122846,NA,NA
2023-07-31,30,FIEG,0.1448054,210.7708333,NA,0,5.899101497839515,84.04033507,48.12188366,0.4775844876
2023-08-01,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-02,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-03,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-04,30,FIEG,0.158063156,NA,NA,0,NA,NA,49.13019391,0.4906925208
2023-08-05,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-07,30,FIEG,0.153419828,215.9625,5950,276.936,4.986457007818808,82.56027878,47.65625,0.47153125
2023-08-08,30,FIEG,NA,210.25,NA,0,7.576063309338275,87.21057437,NA,NA
2023-08-09,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-10,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-11,30,FIEG,0.15469034,NA,7550,0,NA,NA,47.32691794,0.4672499332
2023-08-12,30,FIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-08-13,30,FIEG,NA,213.2,NA,730.104,6.526020760164731,87.55674665,NA,NA
2023-08-14,30,FIEG,NA,212.0333333,NA,0,4.289966572368692,78.72518528,NA,NA
2023-08-15,30,FIEG,NA,211.05,NA,0,3.9328414875638655,79.2391834,NA,NA
2023-08-16,30,FIEG,0.160120819,210.2166667,NA,0,6.09173128224056,84.03253664,42.82769097,0.4087599826
2023-08-17,30,FIEG,NA,210.6333333,NA,0,6.24904608489395,86.88404682,NA,NA
2023-08-18,30,FIEG,NA,214.4166667,NA,0,6.440662397149828,86.92235632,NA,NA
2023-08-19,30,FIEG,NA,216.65,NA,0,6.893065334405671,83.5758034,NA,NA
2023-08-20,30,FIEG,NA,216.1333333,NA,0,5.4021989895281886,82.06158328,NA,NA
2023-08-21,30,FIEG,NA,214.7333333,9370,0,6.271405922150108,85.20992241,NA,NA
2023-08-22,30,FIEG,NA,213.3833333,NA,0,4.5775654431880985,84.88410741,NA,NA
2023-08-23,30,FIEG,NA,212.2666667,NA,0,5.216271118965082,83.1629015,NA,NA
2023-08-24,30,FIEG,0.183259177,211.3333333,NA,0,4.099551102064707,83.46461785,41.4893617,0.3913617021
2023-08-25,30,FIEG,NA,211.8,NA,0,5.506129476307294,82.84607647,NA,NA
2023-08-26,30,FIEG,NA,214.2333333,NA,0,4.722051795242134,82.19844779,NA,NA
2023-08-27,30,FIEG,NA,214.3,NA,0,3.199208562482251,81.89732007,NA,NA
2023-08-28,30,FIEG,NA,213.8166667,NA,0,3.0212240618448214,80.92993357,NA,NA
